ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsi,TextRight_jwsi,TextCentre_jwsi,Answer,ImageLeft_wisi,ImageRight_wisi,ImageCentre_wisi,TextLeft_wisi,TextRight_wisi,TextCentre_wisi,ITI,TextLeft_jwis,TextRight_jwis,TextCentre_jwis,ImageLeft_wiis,ImageRight_wiis,ImageCentre_wiis,TextLeft_wiis,TextRight_wiis,TextCentre_wiis,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsi.thisRepN,jwsi.thisTrialN,jwsi.thisN,jwsi.thisIndex,wisi.thisRepN,wisi.thisTrialN,wisi.thisN,wisi.thisIndex,jwis.thisRepN,jwis.thisTrialN,jwis.thisN,jwis.thisIndex,wiis.thisRepN,wiis.thisTrialN,wiis.thisN,wiis.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,image_left_ji_2.stopped,image_right_ji_2.stopped,image_center_ji_fb.stopped,feedback_image_2.stopped,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsi.started,prep_spacebar_9.started,prep_points_10.started,text_prep_10.started,text_left_prep_2.started,text_right_prep_2.started,key_resp_prep_10.started,prep_jwsi.stopped,key_resp_prep_10.keys,key_resp_prep_10.rt,key_resp_prep_10.duration,just_words_si.started,key_resp_jwsi.started,text_left_si.started,text_right_si.started,text_stim_jwsi.started,just_words_si.stopped,key_resp_jwsi.keys,key_resp_jwsi.corr,key_resp_jwsi.rt,key_resp_jwsi.duration,feedback_18.started,text_left_si_2.started,text_right_si_2.started,text_center.started,image_jwsi_fb.started,feedback_18.stopped,text_left_si_2.stopped,text_right_si_2.stopped,text_center.stopped,image_jwsi_fb.stopped,prep_wisi.started,prep_spacebar_10.started,prep_points_11.started,text_prep_11.started,image_left_sw_6.started,image_right_sw_6.started,under_image_left_6.started,under_image_right_6.started,key_resp_prep_11.started,prep_wisi.stopped,key_resp_prep_11.keys,key_resp_prep_11.rt,key_resp_prep_11.duration,words_images_si.started,key_resp_wisi.started,image_left_si.started,image_right_si.started,under_image_left_si.started,under_image_right_si.started,image_stim_wisi.started,text_stim_wisi.started,words_images_si.stopped,key_resp_wisi.keys,key_resp_wisi.corr,key_resp_wisi.rt,key_resp_wisi.duration,feedback_20.started,image_left_si_2.started,image_right_si_2.started,under_image_left_si_2.started,under_image_right_si_2.started,image_center_wisi_fb.started,text_center_wisi_fb.started,image_wisi_fb.started,feedback_20.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_si_2.stopped,image_right_si_2.stopped,under_image_left_si_2.stopped,under_image_right_si_2.stopped,image_center_wisi_fb.stopped,text_center_wisi_fb.stopped,image_wisi_fb.stopped,prep_jwis.started,prep_spacebar_11.started,prep_points_12.started,text_prep_12.started,text_left_prep_4.started,text_right_prep_4.started,key_resp_prep_12.started,prep_jwis.stopped,key_resp_prep_12.keys,key_resp_prep_12.rt,key_resp_prep_12.duration,just_word_is.started,key_resp_jwis.started,text_left_is.started,text_right_is.started,text_stim_jwis.started,just_word_is.stopped,key_resp_jwis.keys,key_resp_jwis.corr,key_resp_jwis.rt,key_resp_jwis.duration,feedback_22.started,text_left_is_2.started,text_right_is_2.started,text_center_jwis_fb.started,image_jwis_fb.started,feedback_22.stopped,text_left_is_2.stopped,text_right_is_2.stopped,text_center_jwis_fb.stopped,image_jwis_fb.stopped,prep_wiis.started,prep_spacebar_12.started,prep_points_13.started,text_prep_13.started,image_left_sw_7.started,image_right_sw_7.started,under_image_left_7.started,under_image_right_7.started,key_resp_prep_13.started,prep_wiis.stopped,key_resp_prep_13.keys,key_resp_prep_13.rt,key_resp_prep_13.duration,word_image_is.started,key_resp_wiis.started,image_left_is.started,image_right_is.started,under_image_left_is.started,under_image_is.started,image_stim_wiis.started,text_stim_wiis.started,word_image_is.stopped,key_resp_wiis.keys,key_resp_wiis.corr,key_resp_wiis.rt,key_resp_wiis.duration,feedback_24.started,image_left_is_2.started,image_right_is_2.started,under_image_left_is_2.started,under_image_is_2.started,image_center_wiis_fb.started,text_center_wiis_fb.started,image_wiis_fb.started,feedback_24.stopped,image_left_is_2.stopped,image_right_is_2.stopped,under_image_left_is_2.stopped,under_image_is_2.stopped,image_center_wiis_fb.stopped,text_center_wiis_fb.stopped,image_wiis_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00003_fg.png,Stupidity,Intelligence, ,7.7,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,279.8651275999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.8489566999999,279.8651275999998,279.8651275999998,280.85061199999996,5,0.9793982999999571,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.85122509999997,280.86524499999996,280.86524499999996,280.86524499999996,280.86524499999996,280.86524499999996,280.86524499999996,280.86524499999996,282.5157324999998,1,0,1.6396872000000258,None,282.51605389999986,282.53266169999984,282.53266169999984,282.53266169999984,282.53266169999984,282.53266169999984,282.53266169999984,282.53266169999984,282.7989806999999,282.7989955999999,282.81562099999996,290.51619619999997,290.4995558999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Dumb,6.7,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,290.51619619999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.50003459999994,290.51619619999997,290.51619619999997,290.8492130999998,5,0.3279586000001018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.84951379999984,290.8768766999999,290.8768766999999,290.8768766999999,290.8768766999999,290.8768766999999,290.8768766999999,290.8768766999999,292.29895739999984,2,1,1.417322299999796,None,292.29925879999996,292.3242206,292.3242206,292.3242206,292.3242206,292.3242206,292.3242206,292.3242206,292.5988797,292.5988943,292.6154383999999,299.31571659999986,299.29892829999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/af00001_fg.png,Stupidity,Intelligence, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,299.31571659999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.2992734999998,299.31571659999986,299.31571659999986,299.8500190999998,5,0.5283850000000712,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.85055539999985,299.8712569999998,299.8712569999998,299.8712569999998,299.8712569999998,299.8712569999998,299.8712569999998,299.8712569999998,302.76533159999985,1,0,2.8845977000000858,None,302.7656602999998,302.7820615999999,302.7820615999999,302.7820615999999,302.7820615999999,302.7820615999999,302.7820615999999,302.7820615999999,303.04879719999985,303.0488122999998,303.0653516,308.7660867999998,308.74953029999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Gullible,6.7,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,308.7660867999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.7500409999998,308.7660867999998,308.7660867999998,308.8496545999999,5,0.0779866000000311,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.8501583999998,308.8828636999999,308.8828636999999,308.8828636999999,308.8828636999999,308.8828636999999,308.8828636999999,308.8828636999999,311.4482321999999,2,1,2.557406300000139,None,311.4486185999999,311.4742512999999,311.4742512999999,311.4742512999999,311.4742512999999,311.4742512999999,311.4742512999999,311.4742512999999,311.7321565999998,311.73217239999985,311.74844759999996,318.44903279999994,318.43255439999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Idiotic,7.7,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,318.44903279999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.43294079999987,318.44903279999994,318.44903279999994,318.84959819999995,5,0.3954120000000785,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.8500431,318.87176109999996,318.87176109999996,318.87176109999996,318.87176109999996,318.87176109999996,318.87176109999996,318.87176109999996,320.1654953999998,2,1,1.2811128000000735,None,320.1657974999998,320.1818305999998,320.1818305999998,320.1818305999998,320.1818305999998,320.1818305999998,320.1818305999998,320.1818305999998,320.4486135999998,320.4486278999998,320.4652067999998,328.1655487999999,328.1486696999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00003_fg.png,Stupidity,Intelligence, ,7.7,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,328.1655487999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.14900539999985,328.1655487999999,328.1655487999999,328.84934639999983,5,0.6784857000000102,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.8497487999998,328.86867459999985,328.86867459999985,328.86867459999985,328.86867459999985,328.86867459999985,328.86867459999985,328.86867459999985,331.49880889999986,1,1,2.620668200000182,None,331.4991280999998,331.5148810999999,331.5148810999999,331.5148810999999,331.5148810999999,331.5148810999999,331.5148810999999,331.5148810999999,331.7988893999998,331.798904,331.8151694999999,339.51528489999987,339.4983496,331.8151694999999,331.8151694999999,331.8151694999999,331.8151694999999,331.8151694999999,331.8151694999999,331.8151694999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Smart,6.7,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,339.51528489999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.4986164999998,339.51528489999987,339.51528489999987,339.84929139999986,5,0.3287493000000268,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.8496955999999,339.87989889999994,339.87989889999994,339.87989889999994,339.87989889999994,339.87989889999994,339.87989889999994,339.87989889999994,342.2153765999999,1,1,2.3253416000000016,None,342.21569929999987,342.24132299999997,342.24132299999997,342.24132299999997,342.24132299999997,342.24132299999997,342.24132299999997,342.24132299999997,342.4985356999998,342.4985502999998,342.5150531999998,349.21543329999986,349.1988775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00006_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,349.21543329999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.19922539999993,349.21543329999986,349.21543329999986,349.8488802999998,5,0.6293565000000854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.8492566,349.8671155999998,349.8671155999998,349.8671155999998,349.8671155999998,349.8671155999998,349.8671155999998,349.8671155999998,351.56498169999986,1,1,1.6917615000002115,None,351.5653018999999,351.5805837999999,351.5805837999999,351.5805837999999,351.5805837999999,351.5805837999999,351.5805837999999,351.5805837999999,351.84842019999996,351.8484374999998,351.8651163999998,358.5657927,358.54970949999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Genius,5.7,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,358.5657927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.55028649999986,358.5657927,358.5657927,358.84985359999996,5,0.2783661999999367,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.85042269999985,358.8852239999999,358.8852239999999,358.8852239999999,358.8852239999999,358.8852239999999,358.8852239999999,358.8852239999999,359.6978250999998,1,1,0.8111241000001428,None,359.6981911999999,359.7221159999999,359.7221159999999,359.7221159999999,359.7221159999999,359.7221159999999,359.7221159999999,359.7221159999999,359.98159969999983,359.98161349999987,359.9983143999998,365.6987002999999,365.68236179999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Educated,5.7,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,365.6987002999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.6827692999998,365.6987002999999,365.6987002999999,365.84907439999984,5,0.14558039999997163,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.84946309999987,365.8679413,365.8679413,365.8679413,365.8679413,365.8679413,365.8679413,365.8679413,366.5484574999998,1,1,0.6800255000000561,None,366.5487523999998,366.56507439999996,366.56507439999996,366.56507439999996,366.56507439999996,366.56507439999996,366.56507439999996,366.56507439999996,366.84852939999996,366.8485427999999,366.8647110999998,372.56527559999995,372.5489786999999,366.8647110999998,366.8647110999998,366.8647110999998,366.8647110999998,366.8647110999998,366.8647110999998,366.8647110999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Clever,6.7,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,372.56527559999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.5493981999998,372.56527559999995,372.56527559999995,372.5989358999998,5,0.03258570000002692,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.59934509999994,372.6196645,372.6196645,372.6196645,372.6196645,372.6196645,372.6196645,372.6196645,373.38082639999993,1,1,0.7535646999999699,None,373.3811973999998,373.39796309999997,373.39796309999997,373.39796309999997,373.39796309999997,373.39796309999997,373.39796309999997,373.39796309999997,373.6648985999998,373.66491299999984,373.68153889999985,380.38220780000006,380.36582010000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00012_fg.png,Stupidity,Intelligence, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,380.38220780000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.36629949999974,380.38220780000006,380.38220780000006,380.8490930999999,5,0.4621827000000849,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.84952150000004,380.8678159999997,380.8678159999997,380.8678159999997,380.8678159999997,380.8678159999997,380.8678159999997,380.8678159999997,382.34858499999996,1,1,1.4778775999998288,None,382.3489539999998,382.3661778999997,382.3661778999997,382.3661778999997,382.3661778999997,382.3661778999997,382.3661778999997,382.3661778999997,382.64834339999993,382.6483587,382.66479509999976,388.3650169,388.34837859999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00011_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,388.3650169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.34867169999984,388.3650169,388.3650169,388.84905989999993,5,0.4792993999999453,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.8494844999998,388.8657098000001,388.8657098000001,388.8657098000001,388.8657098000001,388.8657098000001,388.8657098000001,388.8657098000001,390.6150712000001,1,0,1.7472321999998712,None,390.6153896999997,390.63034360000006,390.63034360000006,390.63034360000006,390.63034360000006,390.63034360000006,390.63034360000006,390.63034360000006,390.8982082,390.8982226999999,390.9147839,397.6150252,397.59871799999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Brainy,8.7,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,397.6150252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.5990948000001,397.6150252,397.6150252,397.84901479999985,5,0.22920869999961724,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.84942079999996,397.88080190000005,397.88080190000005,397.88080190000005,397.88080190000005,397.88080190000005,397.88080190000005,397.88080190000005,400.0817644000001,1,1,2.195562599999903,None,400.08210859999986,400.10800459999996,400.10800459999996,400.10800459999996,400.10800459999996,400.10800459999996,400.10800459999996,400.10800459999996,400.3647427999997,400.3647567999999,400.38129030000005,409.08144070000003,409.06508119999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/af00009_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,409.08144070000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.0654545,409.08144070000003,409.08144070000003,409.84930959999997,5,0.7633112000003166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.84984759999975,409.8707197000001,409.8707197000001,409.8707197000001,409.8707197000001,409.8707197000001,409.8707197000001,409.8707197000001,412.04826149999985,1,0,2.1664989999999307,None,412.0486454999998,412.0674231999999,412.0674231999999,412.0674231999999,412.0674231999999,412.0674231999999,412.0674231999999,412.0674231999999,412.3482032999998,412.3482206000001,412.36445249999974,419.0649037999999,419.0485232999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Foolish,6.7,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,419.0649037999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.0488954,419.0649037999999,419.0649037999999,419.8486111999998,5,0.7790724000001319,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.8489827000001,419.8775085,419.8775085,419.8775085,419.8775085,419.8775085,419.8775085,419.8775085,421.0808322999999,2,1,1.2017328000001726,None,421.0812401999999,421.10778189999996,421.10778189999996,421.10778189999996,421.10778189999996,421.10778189999996,421.10778189999996,421.10778189999996,421.36463469999967,421.36464809999984,421.3811518,428.09337299999993,428.0654689999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.06557069999985,428.09337299999993,428.09337299999993,428.09337299999993,428.09337299999993,428.09337299999993,428.09337299999993,429.34719949999976,1,1.247053600000072,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Smart,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,429.3775880999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.3758608999999,429.3775880999999,429.3775880999999,429.84868889999984,5,0.46637079999982234,None,,,,,,,,,,,,,,,,,,,,,431.88147649999996,431.8979662999998,,432.88167369999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.8493109999997,429.86462929999993,429.86462929999993,429.86462929999993,429.86462929999993,431.59815749999984,1,0,1.7273181999998997,None,431.59871569999973,431.6599316999998,431.6599316999998,431.6599316999998,431.6599316999998,431.8814602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
